TIME(ns),FREQ(Hz)
2512625000,        160
2512875000,        160
2513125000,        160
2513375000,        160
2513625000,        160
2513875000,        160
2514125000,        160
2514375000,        160
2514625000,        160
2514875000,        160
2515125000,        160
2515375000,        160
2515625000,        160
2515875000,        160
2516125000,        160
2516375000,        160
2516625000,        160
2516875000,        160
2517125000,        160
2517375000,        160
2517625000,        160
2517875000,        160
2518125000,        160
2518375000,        160
2518625000,        160
2518875000,        160
2519125000,        160
2519375000,        160
2519625000,        160
2519875000,        160
2520125000,        160
2520375000,        160
2520625000,        160
2520875000,        160
2521125000,        160
2521375000,        160
2521625000,        160
2521875000,        160
2522125000,        160
2522375000,        160
2522625000,        160
2522875000,        160
2523125000,        160
2523375000,        160
2523625000,        160
2523875000,        160
2524125000,        160
2524375000,        160
2524625000,        160
2524875000,        160
2525125000,        160
2525375000,        160
2525625000,        160
2525875000,        160
2526125000,        160
2526375000,        160
2526625000,        160
2526875000,        160
2527125000,        160
2527375000,        160
2527625000,        160
2527875000,        160
2528125000,        160
2528375000,        160
2528625000,        160
2528875000,        160
2529125000,        160
2529375000,        160
2529625000,        160
2529875000,        160
2530125000,        160
2530375000,        160
2530625000,        160
2530875000,        160
2531125000,        160
2531375000,        160
2531625000,        160
2531875000,        160
2532125000,        160
2532375000,        160
2532625000,        160
2532875000,        160
2533125000,        160
2533375000,        160
2533625000,        160
2533875000,        160
2534125000,        160
2534375000,        160
2534625000,        160
2534875000,        160
2535125000,        160
2535375000,        160
2535625000,        160
2535875000,        160
2536125000,        160
2536375000,        160
2536625000,        160
2536875000,        160
2537125000,        160
2537375000,        160
2537625000,        160
2537875000,        160
2538125000,        160
2538375000,        160
2538625000,        160
2538875000,        160
2539125000,        160
2539375000,        160
2539625000,        160
2539875000,        160
2540125000,        160
2540375000,        160
2540625000,        160
2540875000,        160
2541125000,        160
2541375000,        160
2541625000,        160
2541875000,        160
2542125000,        160
2542375000,        160
2542625000,        160
2542875000,        160
2543125000,        160
2543375000,        160
2543625000,        160
2543875000,        160
2544125000,        160
2544375000,        160
2544625000,        160
2544875000,        160
2545125000,        160
2545375000,        160
2545625000,        160
2545875000,        160
2546125000,        160
2546375000,        160
2546625000,        160
2546875000,        160
2547125000,        160
2547375000,        160
2547625000,        160
2547875000,        160
2548125000,        160
2548375000,        160
2548625000,        160
2548875000,        160
2549125000,        160
2549375000,        160
2549625000,        160
2549875000,        160
2550125000,        160
2550375000,        160
2550625000,        160
2550875000,        160
2551125000,        160
2551375000,        160
2551625000,        160
2551875000,        160
2552125000,        160
2552375000,        160
2552625000,        160
2552875000,        160
2553125000,        160
2553375000,        160
2553625000,        160
2553875000,        160
2554125000,        160
2554375000,        160
2554625000,        160
2554875000,        160
2555125000,        160
2555375000,        160
2555625000,        160
2555875000,        160
2556125000,        160
2556375000,        160
2556625000,        160
2556875000,        160
2557125000,        160
2557375000,        160
2557625000,        160
2557875000,        160
2558125000,        160
2558375000,        160
2558625000,        160
2558875000,        160
2559125000,        160
2559375000,        160
2559625000,        160
2559875000,        160
2560125000,        160
2560375000,        160
2560625000,        160
2560875000,        160
2561125000,        160
2561375000,        160
2561625000,        160
2561875000,        160
2562125000,        160
2562375000,        160
2562625000,        160
2562875000,        160
2563125000,        160
2563375000,        160
2563625000,        160
2563875000,        160
2564125000,        160
2564375000,        160
2564625000,        160
2564875000,        160
2565125000,        160
2565375000,        160
2565625000,        160
2565875000,        160
2566125000,        160
2566375000,        160
2566625000,        160
2566875000,        160
2567125000,        160
2567375000,        160
2567625000,        160
2567875000,        160
2568125000,        160
2568375000,        160
2568625000,        160
2568875000,        160
2569125000,        160
2569375000,        160
2569625000,        160
2569875000,        160
2570125000,        160
2570375000,        160
2570625000,        160
2570875000,        160
2571125000,        160
2571375000,        160
2571625000,        160
2571875000,        160
2572125000,        160
2572375000,        160
2572625000,        160
2572875000,        160
2573125000,        160
2573375000,        160
2573625000,        160
2573875000,        160
2574125000,        160
2574375000,        160
2574625000,        160
2574875000,        160
2575125000,        160
2575375000,        160
2575625000,        160
2575875000,        160
2576125000,        160
2576375000,        160
2576625000,        160
2576875000,        160
2577125000,        160
2577375000,        160
2577625000,        160
2577875000,        160
2578125000,        160
2578375000,        160
2578625000,        160
2578875000,        160
2579125000,        160
2579375000,        160
2579625000,        160
2579875000,        160
2580125000,        160
2580375000,        160
2580625000,        160
2580875000,        160
2581125000,        160
2581375000,        160
2581625000,        160
2581875000,        160
2582125000,        160
2582375000,        160
2582625000,        160
2582875000,        160
2583125000,        160
2583375000,        160
2583625000,        160
2583875000,        160
2584125000,        160
2584375000,        160
2584625000,        160
2584875000,        160
2585125000,        160
2585375000,        160
2585625000,        160
2585875000,        160
2586125000,        160
2586375000,        160
2586625000,        160
2586875000,        160
2587125000,        160
2587375000,        160
2587625000,        160
2587875000,        160
2588125000,        160
2588375000,        160
2588625000,        160
2588875000,        160
2589125000,        160
2589375000,        160
2589625000,        160
2589875000,        160
2590125000,        160
2590375000,        160
2590625000,        160
2590875000,        160
2591125000,        160
2591375000,        160
2591625000,        160
2591875000,        160
2592125000,        160
2592375000,        160
2592625000,        160
2592875000,        160
2593125000,        160
2593375000,        160
2593625000,        160
2593875000,        160
2594125000,        160
2594375000,        160
2594625000,        160
2594875000,        160
2595125000,        160
2595375000,        160
2595625000,        160
2595875000,        160
2596125000,        160
2596375000,        160
2596625000,        160
2596875000,        160
2597125000,        160
2597375000,        160
2597625000,        160
2597875000,        160
2598125000,        160
2598375000,        160
2598625000,        160
2598875000,        160
2599125000,        160
2599375000,        160
2599625000,        160
2599875000,        160
2600125000,        160
2600375000,        160
2600625000,        160
2600875000,        160
2601125000,        160
2601375000,        160
2601625000,        160
2601875000,        160
2602125000,        160
2602375000,        160
2602625000,        160
2602875000,        160
2603125000,        160
2603375000,        160
2603625000,        160
2603875000,        160
2604125000,        160
2604375000,        160
2604625000,        160
2604875000,        160
2605125000,        160
2605375000,        160
2605625000,        160
2605875000,        160
2606125000,        160
2606375000,        160
2606625000,        160
2606875000,        160
2607125000,        160
2607375000,        160
2607625000,        160
2607875000,        160
2608125000,        160
2608375000,        160
2608625000,        160
2608875000,        160
2609125000,        160
2609375000,        160
2609625000,        160
2609875000,        160
2610125000,        160
2610375000,        160
2610625000,        160
2610875000,        160
2611125000,        160
2611375000,        160
2611625000,        160
2611875000,        160
2612125000,        160
2612375000,        160
2612625000,        160
2612875000,        160
2613125000,        160
2613375000,        160
2613625000,        160
2613875000,        160
2614125000,        160
2614375000,        160
2614625000,        160
2614875000,        160
2615125000,        160
2615375000,        160
2615625000,        160
2615875000,        160
2616125000,        160
2616375000,        160
2616625000,        160
2616875000,        160
2617125000,        160
2617375000,        160
2617625000,        160
2617875000,        160
2618125000,        160
2618375000,        160
2618625000,        160
2618875000,        160
2619125000,        160
2619375000,        160
2619625000,        160
2619875000,        160
2620125000,        160
2620375000,        160
2620625000,        160
2620875000,        160
2621125000,        160
2621375000,        160
2621625000,        160
2621875000,        160
2622125000,        160
2622375000,        160
2622625000,        160
2622875000,        160
2623125000,        160
2623375000,        160
2623625000,        160
2623875000,        160
2624125000,        160
2624375000,        160
2624625000,        160
2624875000,        160
2625125000,        160
2625375000,        160
2625625000,        160
2625875000,        160
2626125000,        160
2626375000,        160
2626625000,        160
2626875000,        160
2627125000,        160
2627375000,        160
2627625000,        160
2627875000,        160
2628125000,        160
2628375000,        160
2628625000,        160
2628875000,        160
2629125000,        160
2629375000,        160
2629625000,        160
2629875000,        160
2630125000,        160
2630375000,        160
2630625000,        160
2630875000,        160
2631125000,        160
2631375000,        160
2631625000,        160
2631875000,        160
2632125000,        160
2632375000,        160
2632625000,        160
2632875000,        160
2633125000,        160
2633375000,        160
2633625000,        160
2633875000,        160
2634125000,        160
2634375000,        160
2634625000,        160
2634875000,        160
2635125000,        160
2635375000,        160
2635625000,        160
2635875000,        160
2636125000,        160
2636375000,        160
2636625000,        160
2636875000,        160
2637125000,        160
2637375000,        160
2637625000,        160
2637875000,        160
2638125000,        160
2638375000,        160
2638625000,        160
2638875000,        160
2639125000,        160
2639375000,        160
2639625000,        160
2639875000,        160
2640125000,        160
2640375000,        160
2640625000,        160
2640875000,        160
2641125000,        160
2641375000,        160
2641625000,        160
2641875000,        160
2642125000,        160
2642375000,        160
2642625000,        160
2642875000,        160
2643125000,        160
2643375000,        160
2643625000,        160
2643875000,        160
2644125000,        160
2644375000,        160
2644625000,        160
2644875000,        160
2645125000,        160
2645375000,        160
2645625000,        160
2645875000,        160
2646125000,        160
2646375000,        160
2646625000,        160
2646875000,        160
2647125000,        160
2647375000,        160
2647625000,        160
2647875000,        160
2648125000,        160
2648375000,        160
2648625000,        160
2648875000,        160
2649125000,        160
2649375000,        160
2649625000,        160
2649875000,        160
2650125000,        160
2650375000,        160
2650625000,        160
2650875000,        160
2651125000,        160
2651375000,        160
2651625000,        160
2651875000,        160
2652125000,        160
2652375000,        160
2652625000,        160
2652875000,        160
2653125000,        160
2653375000,        160
2653625000,        160
2653875000,        160
2654125000,        160
2654375000,        160
2654625000,        160
2654875000,        160
2655125000,        160
2655375000,        160
2655625000,        160
2655875000,        160
2656125000,        160
2656375000,        160
2656625000,        160
2656875000,        160
2657125000,        160
2657375000,        160
2657625000,        160
2657875000,        160
2658125000,        160
2658375000,        160
2658625000,        160
2658875000,        160
2659125000,        160
2659375000,        160
2659625000,        160
2659875000,        160
2660125000,        160
2660375000,        160
2660625000,        160
2660875000,        160
2661125000,        160
2661375000,        160
2661625000,        160
2661875000,        160
2662125000,        160
2662375000,        160
2662625000,        160
2662875000,        160
2663125000,        160
2663375000,        160
2663625000,        160
2663875000,        160
2664125000,        160
2664375000,        160
2664625000,        160
2664875000,        160
2665125000,        160
2665375000,        160
2665625000,        160
2665875000,        160
2666125000,        160
2666375000,        160
2666625000,        160
2666875000,        160
2667125000,        160
2667375000,        160
2667625000,        160
2667875000,        160
2668125000,        160
2668375000,        160
2668625000,        160
2668875000,        160
2669125000,        160
2669375000,        160
2669625000,        160
2669875000,        160
2670125000,        160
2670375000,        160
2670625000,        160
2670875000,        160
2671125000,        160
2671375000,        160
2671625000,        160
2671875000,        160
2672125000,        160
2672375000,        160
2672625000,        160
2672875000,        160
2673125000,        160
2673375000,        160
2673625000,        160
2673875000,        160
2674125000,        160
2674375000,        160
2674625000,        160
2674875000,        160
2675125000,        160
2675375000,        160
2675625000,        160
2675875000,        160
2676125000,        160
2676375000,        160
2676625000,        160
2676875000,        160
2677125000,        160
2677375000,        160
2677625000,        160
2677875000,        160
2678125000,        160
2678375000,        160
2678625000,        160
2678875000,        160
2679125000,        160
2679375000,        160
2679625000,        160
2679875000,        160
2680125000,        160
2680375000,        160
2680625000,        160
2680875000,        160
2681125000,        160
2681375000,        160
2681625000,        160
2681875000,        160
2682125000,        160
2682375000,        160
2682625000,        160
2682875000,        160
2683125000,        160
2683375000,        160
2683625000,        160
2683875000,        160
2684125000,        160
2684375000,        160
2684625000,        160
2684875000,        160
2685125000,        160
2685375000,        160
2685625000,        160
2685875000,        160
2686125000,        160
2686375000,        160
2686625000,        160
2686875000,        160
2687125000,        160
2687375000,        160
2687625000,        160
2687875000,        160
2688125000,        160
2688375000,        160
2688625000,        160
2688875000,        160
2689125000,        160
2689375000,        160
2689625000,        160
2689875000,        160
2690125000,        160
2690375000,        160
2690625000,        160
2690875000,        160
2691125000,        160
2691375000,        160
2691625000,        160
2691875000,        160
2692125000,        160
2692375000,        160
2692625000,        160
2692875000,        160
2693125000,        160
2693375000,        160
2693625000,        160
2693875000,        160
2694125000,        160
2694375000,        160
2694625000,        160
2694875000,        160
2695125000,        160
2695375000,        160
2695625000,        160
2695875000,        160
2696125000,        160
2696375000,        160
2696625000,        160
2696875000,        160
2697125000,        160
2697375000,        160
2697625000,        160
2697875000,        160
2698125000,        160
2698375000,        160
2698625000,        160
2698875000,        160
2699125000,        160
2699375000,        160
2699625000,        160
2699875000,        160
2700125000,        160
2700375000,        160
2700625000,        160
2700875000,        160
2701125000,        160
2701375000,        160
2701625000,        160
2701875000,        160
2702125000,        160
2702375000,        160
2702625000,        160
2702875000,        160
2703125000,        160
2703375000,        160
2703625000,        160
2703875000,        160
2704125000,        160
2704375000,        160
2704625000,        160
2704875000,        160
2705125000,        160
2705375000,        160
2705625000,        160
2705875000,        160
2706125000,        160
2706375000,        160
2706625000,        160
2706875000,        160
2707125000,        160
2707375000,        160
2707625000,        160
2707875000,        160
2708125000,        160
2708375000,        160
2708625000,        160
2708875000,        160
2709125000,        160
2709375000,        160
2709625000,        160
2709875000,        160
2710125000,        160
2710375000,        160
2710625000,        160
2710875000,        160
2711125000,        160
2711375000,        160
2711625000,        160
2711875000,        160
2712125000,        160
2712375000,        160
2712625000,        160
2712875000,        160
2713125000,        160
2713375000,        160
2713625000,        160
2713875000,        160
2714125000,        160
2714375000,        160
2714625000,        160
2714875000,        160
2715125000,        160
2715375000,        160
2715625000,        160
2715875000,        160
2716125000,        160
2716375000,        160
2716625000,        160
2716875000,        160
2717125000,        160
2717375000,        160
2717625000,        160
2717875000,        160
2718125000,        160
2718375000,        160
2718625000,        160
2718875000,        160
2719125000,        160
2719375000,        160
2719625000,        160
2719875000,        160
2720125000,        160
2720375000,        160
2720625000,        160
2720875000,        160
2721125000,        160
2721375000,        160
2721625000,        160
2721875000,        160
2722125000,        160
2722375000,        160
2722625000,        160
2722875000,        160
2723125000,        160
2723375000,        160
2723625000,        160
2723875000,        160
2724125000,        160
2724375000,        160
2724625000,        160
2724875000,        160
2725125000,        160
2725375000,        160
2725625000,        160
2725875000,        160
2726125000,        160
2726375000,        160
2726625000,        160
2726875000,        160
2727125000,        160
2727375000,        160
2727625000,        160
2727875000,        160
2728125000,        160
2728375000,        160
2728625000,        160
2728875000,        160
2729125000,        160
2729375000,        160
2729625000,        160
2729875000,        160
2730125000,        160
2730375000,        160
2730625000,        160
2730875000,        160
2731125000,        160
2731375000,        160
2731625000,        160
2731875000,        160
2732125000,        160
2732375000,        160
2732625000,        160
2732875000,        160
2733125000,        160
2733375000,        160
2733625000,        160
2733875000,        160
2734125000,        160
2734375000,        160
2734625000,        160
2734875000,        160
2735125000,        160
2735375000,        160
2735625000,        160
2735875000,        160
2736125000,        160
2736375000,        160
2736625000,        160
2736875000,        160
2737125000,        160
2737375000,        160
2737625000,        160
2737875000,        160
2738125000,        160
2738375000,        160
2738625000,        160
2738875000,        160
2739125000,        160
2739375000,        160
2739625000,        160
2739875000,        160
2740125000,        160
2740375000,        160
2740625000,        160
2740875000,        160
2741125000,        160
2741375000,        160
2741625000,        160
2741875000,        160
2742125000,        160
2742375000,        160
2742625000,        160
2742875000,        160
2743125000,        160
2743375000,        160
2743625000,        160
2743875000,        160
2744125000,        160
2744375000,        160
2744625000,        160
2744875000,        160
2745125000,        160
2745375000,        160
2745625000,        160
2745875000,        160
2746125000,        160
2746375000,        160
2746625000,        160
2746875000,        160
2747125000,        160
2747375000,        160
2747625000,        160
2747875000,        160
2748125000,        160
2748375000,        160
2748625000,        160
2748875000,        160
2749125000,        160
2749375000,        160
2749625000,        160
2749875000,        160
2750125000,        160
2750375000,        160
2750625000,        160
2750875000,        160
2751125000,        160
2751375000,        160
2751625000,        160
2751875000,        160
2752125000,        160
2752375000,        160
2752625000,        160
2752875000,        160
2753125000,        160
2753375000,        160
2753625000,        160
2753875000,        160
2754125000,        160
2754375000,        160
2754625000,        160
2754875000,        160
2755125000,        160
2755375000,        160
2755625000,        160
2755875000,        160
2756125000,        160
2756375000,        160
2756625000,        160
2756875000,        160
2757125000,        160
2757375000,        160
2757625000,        160
2757875000,        160
2758125000,        160
2758375000,        160
2758625000,        160
2758875000,        160
2759125000,        160
2759375000,        160
2759625000,        160
2759875000,        160
2760125000,        160
2760375000,        160
2760625000,        160
2760875000,        160
2761125000,        160
2761375000,        160
2761625000,        160
2761875000,        160
2762125000,        160
2762375000,        160
2762625000,        160
2762875000,        160
2763125000,        160
2763375000,        160
2763625000,        160
2763875000,        160
2764125000,        160
2764375000,        160
2764625000,        160
2764875000,        160
2765125000,        160
2765375000,        160
2765625000,        160
2765875000,        160
2766125000,        160
2766375000,        160
2766625000,        160
2766875000,        160
2767125000,        160
2767375000,        160
2767625000,        160
2767875000,        160
2768125000,        160
2768375000,        160
2768625000,        160
2768875000,        160
2769125000,        160
2769375000,        160
2769625000,        160
2769875000,        160
2770125000,        160
2770375000,        160
2770625000,        160
2770875000,        160
2771125000,        160
2771375000,        160
2771625000,        160
2771875000,        160
2772125000,        160
2772375000,        160
2772625000,        160
2772875000,        160
2773125000,        160
2773375000,        160
2773625000,        160
2773875000,        160
2774125000,        160
2774375000,        160
2774625000,        160
2774875000,        160
2775125000,        160
2775375000,        160
2775625000,        160
2775875000,        160
2776125000,        160
2776375000,        160
2776625000,        160
2776875000,        160
2777125000,        160
2777375000,        160
2777625000,        160
2777875000,        160
2778125000,        160
2778375000,        160
2778625000,        160
2778875000,        160
2779125000,        160
2779375000,        160
2779625000,        160
2779875000,        160
2780125000,        160
2780375000,        160
2780625000,        160
2780875000,        160
2781125000,        160
2781375000,        160
2781625000,        160
2781875000,        160
2782125000,        160
2782375000,        160
2782625000,        160
2782875000,        160
2783125000,        160
2783375000,        160
2783625000,        160
2783875000,        160
2784125000,        160
2784375000,        160
2784625000,        160
2784875000,        160
2785125000,        160
2785375000,        160
2785625000,        160
2785875000,        160
2786125000,        160
2786375000,        160
2786625000,        160
2786875000,        160
2787125000,        160
2787375000,        160
2787625000,        160
2787875000,        160
2788125000,        160
2788375000,        160
2788625000,        160
2788875000,        160
2789125000,        160
2789375000,        160
2789625000,        160
2789875000,        160
2790125000,        160
2790375000,        160
2790625000,        160
2790875000,        160
2791125000,        160
2791375000,        160
2791625000,        160
2791875000,        160
2792125000,        160
2792375000,        160
2792625000,        160
2792875000,        160
2793125000,        160
2793375000,        160
2793625000,        160
2793875000,        160
2794125000,        160
2794375000,        160
2794625000,        160
2794875000,        160
2795125000,        160
2795375000,        160
2795625000,        160
2795875000,        160
2796125000,        160
2796375000,        160
2796625000,        160
2796875000,        160
2797125000,        160
2797375000,        160
2797625000,        160
2797875000,        160
2798125000,        160
2798375000,        160
2798625000,        160
2798875000,        160
2799125000,        160
2799375000,        160
2799625000,        160
2799875000,        160
2800125000,        160
2800375000,        160
2800625000,        160
2800875000,        160
2801125000,        160
2801375000,        160
2801625000,        160
2801875000,        160
2802125000,        160
2802375000,        160
2802625000,        160
2802875000,        160
2803125000,        160
2803375000,        160
2803625000,        160
2803875000,        160
2804125000,        160
2804375000,        160
2804625000,        160
2804875000,        160
2805125000,        160
2805375000,        160
2805625000,        160
2805875000,        160
2806125000,        160
2806375000,        160
2806625000,        160
2806875000,        160
2807125000,        160
2807375000,        160
2807625000,        160
2807875000,        160
2808125000,        160
2808375000,        160
2808625000,        160
2808875000,        160
2809125000,        160
2809375000,        160
2809625000,        160
2809875000,        160
2810125000,        160
2810375000,        160
2810625000,        160
2810875000,        160
2811125000,        160
2811375000,        160
2811625000,        160
2811875000,        160
2812125000,        160
2812375000,        160
2812625000,        160
2812875000,        160
2813125000,        160
2813375000,        160
2813625000,        160
2813875000,        160
2814125000,        160
2814375000,        160
2814625000,        160
2814875000,        160
2815125000,        160
2815375000,        160
2815625000,        160
2815875000,        160
2816125000,        160
2816375000,        160
2816625000,        160
2816875000,        160
2817125000,        160
2817375000,        160
2817625000,        160
2817875000,        160
2818125000,        160
2818375000,        160
2818625000,        160
2818875000,        160
2819125000,        160
2819375000,        160
2819625000,        160
2819875000,        160
2820125000,        160
2820375000,        160
2820625000,        160
2820875000,        160
2821125000,        160
2821375000,        160
2821625000,        160
2821875000,        160
2822125000,        160
2822375000,        160
2822625000,        160
2822875000,        160
2823125000,        160
2823375000,        160
2823625000,        160
2823875000,        160
2824125000,        160
2824375000,        160
2824625000,        160
2824875000,        160
2825125000,        160
2825375000,        160
2825625000,        160
2825875000,        160
2826125000,        160
2826375000,        160
2826625000,        160
2826875000,        160
2827125000,        160
2827375000,        160
2827625000,        160
2827875000,        160
2828125000,        160
2828375000,        160
2828625000,        160
2828875000,        160
2829125000,        160
2829375000,        160
2829625000,        160
2829875000,        160
2830125000,        160
2830375000,        160
2830625000,        160
2830875000,        160
2831125000,        160
2831375000,        160
2831625000,        160
2831875000,        160
2832125000,        160
2832375000,        160
2832625000,        160
2832875000,        160
2833125000,        160
2833375000,        160
2833625000,        160
2833875000,        160
2834125000,        160
2834375000,        160
2834625000,        160
2834875000,        160
2835125000,        160
2835375000,        160
2835625000,        160
2835875000,        160
2836125000,        160
2836375000,        160
2836625000,        160
2836875000,        160
2837125000,        160
2837375000,        160
2837625000,        160
2837875000,        160
2838125000,        160
2838375000,        160
2838625000,        160
2838875000,        160
2839125000,        160
2839375000,        160
2839625000,        160
2839875000,        160
2840125000,        160
2840375000,        160
2840625000,        160
2840875000,        160
2841125000,        160
2841375000,        160
2841625000,        160
2841875000,        160
2842125000,        160
2842375000,        160
2842625000,        160
2842875000,        160
2843125000,        160
2843375000,        160
2843625000,        160
2843875000,        160
2844125000,        160
2844375000,        160
2844625000,        160
2844875000,        160
2845125000,        160
2845375000,        160
2845625000,        160
2845875000,        160
2846125000,        160
2846375000,        160
2846625000,        160
2846875000,        160
2847125000,        160
2847375000,        160
2847625000,        160
2847875000,        160
2848125000,        160
2848375000,        160
2848625000,        160
2848875000,        160
2849125000,        160
2849375000,        160
2849625000,        160
2849875000,        160
2850125000,        160
2850375000,        160
2850625000,        160
2850875000,        160
2851125000,        160
2851375000,        160
2851625000,        160
2851875000,        160
2852125000,        160
2852375000,        160
2852625000,        160
2852875000,        160
2853125000,        160
2853375000,        160
2853625000,        160
2853875000,        160
2854125000,        160
2854375000,        160
2854625000,        160
2854875000,        160
2855125000,        160
2855375000,        160
2855625000,        160
2855875000,        160
2856125000,        160
2856375000,        160
2856625000,        160
2856875000,        160
2857125000,        160
2857375000,        160
2857625000,        160
2857875000,        160
2858125000,        160
2858375000,        160
2858625000,        160
2858875000,        160
2859125000,        160
2859375000,        160
2859625000,        160
2859875000,        160
2860125000,        160
2860375000,        160
2860625000,        160
2860875000,        160
2861125000,        160
2861375000,        160
2861625000,        160
2861875000,        160
2862125000,        160
2862375000,        160
2862625000,        160
2862875000,        160
2863125000,        160
2863375000,        160
2863625000,        160
2863875000,        160
2864125000,        160
2864375000,        160
2864625000,        160
2864875000,        160
2865125000,        160
2865375000,        160
2865625000,        160
2865875000,        160
2866125000,        160
2866375000,        160
2866625000,        160
2866875000,        160
2867125000,        160
2867375000,        160
2867625000,        160
2867875000,        160
2868125000,        160
2868375000,        160
2868625000,        160
2868875000,        160
2869125000,        160
2869375000,        160
2869625000,        160
2869875000,        160
2870125000,        160
2870375000,        160
2870625000,        160
2870875000,        160
2871125000,        160
2871375000,        160
2871625000,        160
2871875000,        160
2872125000,        160
2872375000,        160
2872625000,        160
2872875000,        160
2873125000,        160
2873375000,        160
2873625000,        160
2873875000,        160
2874125000,        160
2874375000,        160
2874625000,        160
2874875000,        160
2875125000,        160
2875375000,        160
2875625000,        160
2875875000,        160
2876125000,        160
2876375000,        160
2876625000,        160
2876875000,        160
2877125000,        160
2877375000,        160
2877625000,        160
2877875000,        160
2878125000,        160
2878375000,        160
2878625000,        160
2878875000,        160
2879125000,        160
2879375000,        160
2879625000,        160
2879875000,        160
2880125000,        160
2880375000,        160
2880625000,        160
2880875000,        160
2881125000,        160
2881375000,        160
2881625000,        160
2881875000,        160
2882125000,        160
2882375000,        160
2882625000,        160
2882875000,        160
2883125000,        160
2883375000,        160
2883625000,        160
2883875000,        160
2884125000,        160
2884375000,        160
2884625000,        160
2884875000,        160
2885125000,        160
2885375000,        160
2885625000,        160
2885875000,        160
2886125000,        160
2886375000,        160
2886625000,        160
2886875000,        160
2887125000,        160
2887375000,        160
2887625000,        160
2887875000,        160
2888125000,        160
2888375000,        160
2888625000,        160
2888875000,        160
2889125000,        160
2889375000,        160
2889625000,        160
2889875000,        160
2890125000,        160
2890375000,        160
2890625000,        160
2890875000,        160
2891125000,        160
2891375000,        160
2891625000,        160
2891875000,        160
2892125000,        160
2892375000,        160
2892625000,        160
2892875000,        160
2893125000,        160
2893375000,        160
2893625000,        160
2893875000,        160
2894125000,        160
2894375000,        160
2894625000,        160
2894875000,        160
2895125000,        160
2895375000,        160
2895625000,        160
2895875000,        160
2896125000,        160
2896375000,        160
2896625000,        160
2896875000,        160
2897125000,        160
2897375000,        160
2897625000,        160
2897875000,        160
2898125000,        160
2898375000,        160
2898625000,        160
2898875000,        160
2899125000,        160
2899375000,        160
2899625000,        160
2899875000,        160
2900125000,        160
2900375000,        160
2900625000,        160
2900875000,        160
2901125000,        160
2901375000,        160
2901625000,        160
2901875000,        160
2902125000,        160
2902375000,        160
2902625000,        160
2902875000,        160
2903125000,        160
2903375000,        160
2903625000,        160
2903875000,        160
2904125000,        160
2904375000,        160
2904625000,        160
2904875000,        160
2905125000,        160
2905375000,        160
2905625000,        160
2905875000,        160
2906125000,        160
2906375000,        160
2906625000,        160
2906875000,        160
2907125000,        160
2907375000,        160
2907625000,        160
2907875000,        160
2908125000,        160
2908375000,        160
2908625000,        160
2908875000,        160
2909125000,        160
2909375000,        160
2909625000,        160
2909875000,        160
2910125000,        160
2910375000,        160
2910625000,        160
2910875000,        160
2911125000,        160
2911375000,        160
2911625000,        160
2911875000,        160
2912125000,        160
2912375000,        160
2912625000,        160
2912875000,        160
2913125000,        160
2913375000,        160
2913625000,        160
2913875000,        160
2914125000,        160
2914375000,        160
2914625000,        160
2914875000,        160
2915125000,        160
2915375000,        160
2915625000,        160
2915875000,        160
2916125000,        160
2916375000,        160
2916625000,        160
2916875000,        160
2917125000,        160
2917375000,        160
2917625000,        160
2917875000,        160
2918125000,        160
2918375000,        160
2918625000,        160
2918875000,        160
2919125000,        160
2919375000,        160
2919625000,        160
2919875000,        160
2920125000,        160
2920375000,        160
2920625000,        160
2920875000,        160
2921125000,        160
2921375000,        160
2921625000,        160
2921875000,        160
2922125000,        160
2922375000,        160
2922625000,        160
2922875000,        160
2923125000,        160
2923375000,        160
2923625000,        160
2923875000,        160
2924125000,        160
2924375000,        160
2924625000,        160
2924875000,        160
2925125000,        160
2925375000,        160
2925625000,        160
2925875000,        160
2926125000,        160
2926375000,        160
2926625000,        160
2926875000,        160
2927125000,        160
2927375000,        160
2927625000,        160
2927875000,        160
2928125000,        160
2928375000,        160
2928625000,        160
2928875000,        160
2929125000,        160
2929375000,        160
2929625000,        160
2929875000,        160
2930125000,        160
2930375000,        160
2930625000,        160
2930875000,        160
2931125000,        160
2931375000,        160
2931625000,        160
2931875000,        160
2932125000,        160
2932375000,        160
2932625000,        160
2932875000,        160
2933125000,        160
2933375000,        160
2933625000,        160
2933875000,        160
2934125000,        160
2934375000,        160
2934625000,        160
2934875000,        160
2935125000,        160
2935375000,        160
2935625000,        160
2935875000,        160
2936125000,        160
2936375000,        160
2936625000,        160
2936875000,        160
2937125000,        160
2937375000,        160
2937625000,        160
2937875000,        160
2938125000,        160
2938375000,        160
2938625000,        160
2938875000,        160
2939125000,        160
2939375000,        160
2939625000,        160
2939875000,        160
2940125000,        160
2940375000,        160
2940625000,        160
2940875000,        160
2941125000,        160
2941375000,        160
2941625000,        160
2941875000,        160
2942125000,        160
2942375000,        160
2942625000,        160
2942875000,        160
2943125000,        160
2943375000,        160
2943625000,        160
2943875000,        160
2944125000,        160
2944375000,        160
2944625000,        160
2944875000,        160
2945125000,        160
2945375000,        160
2945625000,        160
2945875000,        160
2946125000,        160
2946375000,        160
2946625000,        160
2946875000,        160
2947125000,        160
2947375000,        160
2947625000,        160
2947875000,        160
2948125000,        160
2948375000,        160
2948625000,        160
2948875000,        160
2949125000,        160
